category,id,name,en,prompt,image_path,is_featured
"工业设计",cat8_item4,"日式工业","Muji style","Muji style","/images/themes/industrial_design/日式工业_Muji style.png",true
"工业设计",cat8_item5,"赛博朋克工业","Cyberpunk Industrial","Cyberpunk Industrial","/images/themes/industrial_design/赛博朋克工业_Cyberpunk Industrial.png",
"工业设计",cat8_item6,"白物件","White-object aesthetic","White-object aesthetic","/images/themes/industrial_design/白物件_White-object aesthetic.png",
"工业设计",cat8_item7,"仿生设计","Bionic","Bionic","/images/themes/industrial_design/仿生设计_Bionic.png",
"工业设计",cat8_item8,"工业粗犷","Industrial Raw","Industrial Raw","/images/themes/industrial_design/工业粗犷_Industrial Raw.png",
"工业设计",cat8_item9,"复古机械","Retro Mechanical","Retro Mechanical","/images/themes/industrial_design/复古机械_Retro Mechanical.png",
"工业设计",cat8_item10,"模块化设计","Modular Design","Modular Design","/images/themes/industrial_design/模块化设计_Modular Design.png",
"工业设计",cat8_item11,"可持续设计","Sustainable Design","Sustainable Design","/images/themes/industrial_design/可持续设计_Sustainable Design.png",
"工业设计",cat8_item12,"智能穿戴","Smart Wearables","Smart Wearables","/images/themes/industrial_design/智能穿戴_Smart Wearables.png",
"工业设计",cat8_item13,"医疗设备","Medical Device","Medical Device","/images/themes/industrial_design/医疗设备_Medical Device.png",
"工业设计",cat8_item14,"交通工具","Vehicle Design","Vehicle Design","/images/themes/industrial_design/交通工具_Vehicle Design.png",
"工业设计",cat8_item15,"消费电子","Consumer Electronics","Consumer Electronics","/images/themes/industrial_design/消费电子_Consumer Electronics.png",
"工业设计",cat8_item16,"家具设计","Furniture Design","Furniture Design","/images/themes/industrial_design/家具设计_Furniture Design.png",
"工业设计",cat8_item17,"灯具设计","Lighting Design","Lighting Design","/images/themes/industrial_design/灯具设计_Lighting Design.png",
"工业设计",cat8_item18,"厨房用具","Kitchenware","Kitchenware","/images/themes/industrial_design/厨房用具_Kitchenware.png",
"工业设计",cat8_item19,"户外装备","Outdoor Gear","Outdoor Gear","/images/themes/industrial_design/户外装备_Outdoor Gear.png",
"工业设计",cat8_item20,"运动器材","Sports Equipment","Sports Equipment","/images/themes/industrial_design/运动器材_Sports Equipment.png",
"工业设计",cat8_item21,"极简家电","Minimalist Appliances","Minimalist Appliances","/images/themes/industrial_design/极简家电_Minimalist Appliances.png",
"工业设计",cat8_item22,"未来座舱","Future Cockpit","Future Cockpit","/images/themes/industrial_design/未来座舱_Future Cockpit.png",
"工业设计",cat8_item23,"机器人设计","Robot Design","Robot Design","/images/themes/industrial_design/机器人设计_Robot Design.png",
"工业设计",cat8_item24,"无人机造型","Drone Design","Drone Design","/images/themes/industrial_design/无人机造型_Drone Design.png",
"工业设计",cat8_item25,"可穿戴设备","Wearable Tech","Wearable Tech","/images/themes/industrial_design/可穿戴设备_Wearable Tech.png",
"工业设计",cat8_item26,"生物整合设计","Bio-integrated","Bio-integrated","/images/themes/industrial_design/生物整合设计_Bio-integrated.png",
"工业设计",cat8_item27,"参数化产品","Parametric Product","Parametric Product","/images/themes/industrial_design/参数化产品_Parametric Product.png",
"工业设计",cat8_item28,"透明材质","Transparent Material","Transparent Material","/images/themes/industrial_design/透明材质_Transparent Material.png",
"工业设计",cat8_item29,"金属拉丝","Brushed Metal","Brushed Metal","/images/themes/industrial_design/金属拉丝_Brushed Metal.png",
"工业设计",cat8_item30,"磨砂质感","Matte Finish","Matte Finish","/images/themes/industrial_design/磨砂质感_Matte Finish.png",
"景观 / 城市设计",cat9_item1,"中式园林","Chinese Garden","Chinese Garden","/images/themes/landscape_urban/中式园林_Chinese Garden.png",true
"景观 / 城市设计",cat9_item2,"日式枯山水","Japanese Zen Garden","Japanese Zen Garden","/images/themes/landscape_urban/日式枯山水_Japanese Zen Garden.png",true
"景观 / 城市设计",cat9_item3,"现代景观","Minimalist Landscape","Minimalist Landscape","/images/themes/landscape_urban/现代景观_Minimalist Landscape.png",true
"景观 / 城市设计",cat9_item4,"野性花园","Wild Garden","Wild Garden","/images/themes/landscape_urban/野性花园_Wild Garden.png",true
"景观 / 城市设计",cat9_item5,"北欧景观","Nordic Landscape","Nordic Landscape","/images/themes/landscape_urban/北欧景观_Nordic Landscape.png",
"景观 / 城市设计",cat9_item6,"城市未来感","Urban Futurism","Urban Futurism","/images/themes/landscape_urban/城市未来感_Urban Futurism.png",
"景观 / 城市设计",cat9_item7,"乡村田园","Cottagecore","Cottagecore","/images/themes/landscape_urban/乡村田园_Cottagecore.png",
"景观 / 城市设计",cat9_item8,"屋顶花园","Rooftop Garden","Rooftop Garden","/images/themes/landscape_urban/屋顶花园_Rooftop Garden.png",
"景观 / 城市设计",cat9_item9,"垂直绿化","Vertical Greening","Vertical Greening","/images/themes/landscape_urban/垂直绿化_Vertical Greening.png",
"景观 / 城市设计",cat9_item10,"沙漠景观","Desert Landscape","Desert Landscape","/images/themes/landscape_urban/沙漠景观_Desert Landscape.png",
"景观 / 城市设计",cat9_item11,"热带雨林","Tropical Rainforest","Tropical Rainforest","/images/themes/landscape_urban/热带雨林_Tropical Rainforest.png",
"景观 / 城市设计",cat9_item12,"极简庭院","Minimal Courtyard","Minimal Courtyard","/images/themes/landscape_urban/极简庭院_Minimal Courtyard.png",
"景观 / 城市设计",cat9_item13,"水景设计","Water Feature Design","Water Feature Design","/images/themes/landscape_urban/水景设计_Water Feature Design.png",
"景观 / 城市设计",cat9_item14,"灯光景观","Landscape Lighting","Landscape Lighting","/images/themes/landscape_urban/灯光景观_Landscape Lighting.png",
"景观 / 城市设计",cat9_item15,"工业遗址改造","Industrial Ruins Redevelopment","Industrial Ruins Redevelopment","/images/themes/landscape_urban/工业遗址改造_Industrial Ruins Redevelopment.png",
"景观 / 城市设计",cat9_item16,"生态湿地","Ecological Wetland","Ecological Wetland","/images/themes/landscape_urban/生态湿地_Ecological Wetland.png",
"景观 / 城市设计",cat9_item17,"城市广场","Urban Plaza","Urban Plaza","/images/themes/landscape_urban/城市广场_Urban Plaza.png",
"景观 / 城市设计",cat9_item18,"滨水空间","Waterfront Space","Waterfront Space","/images/themes/landscape_urban/滨水空间_Waterfront Space.png",
"景观 / 城市设计",cat9_item19,"口袋公园","Pocket Park","Pocket Park","/images/themes/landscape_urban/口袋公园_Pocket Park.png",
"景观 / 城市设计",cat9_item20,"智慧景观","Smart Landscape","Smart Landscape","/images/themes/landscape_urban/智慧景观_Smart Landscape.png",
"景观 / 城市设计",cat9_item21,"赛博城市","Cyber City","Cyber City","/images/themes/landscape_urban/赛博城市_Cyber City.png",
"景观 / 城市设计",cat9_item22,"末日废土","Post-apocalyptic Wasteland","Post-apocalyptic Wasteland","/images/themes/landscape_urban/末日废土_Post-apocalyptic Wasteland.png",
"景观 / 城市设计",cat9_item23,"空中城市","Floating City","Floating City","/images/themes/landscape_urban/空中城市_Floating City.png",
"景观 / 城市设计",cat9_item24,"地下城市","Underground City","Underground City","/images/themes/landscape_urban/地下城市_Underground City.png",
"景观 / 城市设计",cat9_item25,"未来公园","Future Park","Future Park","/images/themes/landscape_urban/未来公园_Future Park.png",
"景观 / 城市设计",cat9_item26,"月球基地","Lunar Base","Lunar Base","/images/themes/landscape_urban/月球基地_Lunar Base.png",
"景观 / 城市设计",cat9_item27,"火星殖民地","Mars Colony","Mars Colony","/images/themes/landscape_urban/火星殖民地_Mars Colony.png",
"景观 / 城市设计",cat9_item28,"生态村落","Eco Village","Eco Village","/images/themes/landscape_urban/生态村落_Eco Village.png",
"景观 / 城市设计",cat9_item29,"未来农业","Future Farming","Future Farming","/images/themes/landscape_urban/未来农业_Future Farming.png",
"材质表现",cat10_item1,"金属","Metal","Metal","/images/themes/material/金属_Metal.png",true
"材质表现",cat10_item2,"玻璃","Glass","Glass","/images/themes/material/玻璃_Glass.png",true
"材质表现",cat10_item3,"织物","Fabric","Fabric","/images/themes/material/织物_Fabric.png",true
"材质表现",cat10_item4,"皮肤","Skin","Skin","/images/themes/material/皮肤_Skin.png",true
"材质表现",cat10_item5,"木材","Wood","Wood","/images/themes/material/木材_Wood.png",
"材质表现",cat10_item6,"岩石","Rock","Rock","/images/themes/material/岩石_Rock.png",
"材质表现",cat10_item7,"冰","Ice","Ice","/images/themes/material/冰_Ice.png",
"材质表现",cat10_item8,"火","Fire","Fire","/images/themes/material/火_Fire.png",
"材质表现",cat10_item9,"水","Water","Water","/images/themes/material/水_Water.png",
"材质表现",cat10_item10,"砂砾","Sand","Sand","/images/themes/material/砂砾_Sand.png",
"材质表现",cat10_item11,"雾","Fog","Fog","/images/themes/material/雾_Fog.png",
"材质表现",cat10_item12,"血","Blood","Blood","/images/themes/material/血_Blood.png",
"材质表现",cat10_item13,"油","Oil","Oil","/images/themes/material/油_Oil.png",
"材质表现",cat10_item14,"毛发","Fur","Fur","/images/themes/material/毛发_Fur.png",
"材质表现",cat10_item15,"粘液","Slime","Slime","/images/themes/material/粘液_Slime.png",
"材质表现",cat10_item16,"云","Cloud","Cloud","/images/themes/material/云_Cloud.png",
"材质表现",cat10_item17,"雾","Fog","Fog","/images/themes/material/雾_Fog.png",
"材质表现",cat10_item18,"血","Blood","Blood","/images/themes/material/血_Blood.png",
"材质表现",cat10_item19,"油","Oil","Oil","/images/themes/material/油_Oil.png",
"材质表现",cat10_item20,"粘液","Slime","Slime","/images/themes/material/粘液_Slime.png",
"未来科幻",cat11_item1,"赛博朋克","Cyberpunk","Cyberpunk","/images/themes/sci_fi/赛博朋克_Cyberpunk.png",true
"未来科幻",cat11_item2,"太空歌剧","Space Opera","Space Opera","/images/themes/sci_fi/太空歌剧_Space Opera.png",true
"未来科幻",cat11_item3,"星际旅行","Interstellar","Interstellar","/images/themes/sci_fi/星际旅行_Interstellar.png",true
"未来科幻",cat11_item4,"火星殖民","Mars Colony","Mars Colony","/images/themes/sci_fi/火星殖民_Mars Colony.png",true
"未来科幻",cat11_item5,"末日废土","Post-apocalyptic","Post-apocalyptic","/images/themes/sci_fi/末日废土_Post-apocalyptic.png",
"未来科幻",cat11_item6,"AI 乌托邦","AI Utopia","AI Utopia","/images/themes/sci_fi/AI 乌托邦_AI Utopia.png",
"未来科幻",cat11_item7,"外星生态","Alien Ecosystem","Alien Ecosystem","/images/themes/sci_fi/外星生态_Alien Ecosystem.png",
"未来科幻",cat11_item8,"时间旅行","Time Travel","Time Travel","/images/themes/sci_fi/时间旅行_Time Travel.png",
"未来科幻",cat11_item9,"纳米科技","Nanotech","Nanotech","/images/themes/sci_fi/纳米科技_Nanotech.png",
"未来科幻",cat11_item10,"量子未来","Quantum Future","Quantum Future","/images/themes/sci_fi/量子未来_Quantum Future.png",
"未来科幻",cat11_item11,"意识上传","Mind Upload","Mind Upload","/images/themes/sci_fi/意识上传_Mind Upload.png",
"未来科幻",cat11_item12,"星际舰队","Starfleet","Starfleet","/images/themes/sci_fi/星际舰队_Starfleet.png",
"未来科幻",cat11_item13,"外星城市","Alien City","Alien City","/images/themes/sci_fi/外星城市_Alien City.png",
"未来科幻",cat11_item14,"星际贸易","Interstellar Trade","Interstellar Trade","/images/themes/sci_fi/星际贸易_Interstellar Trade.png",
"未来科幻",cat11_item15,"未来宗教","Future Religion","Future Religion","/images/themes/sci_fi/未来宗教_Future Religion.png",
"未来科幻",cat11_item16,"后人类","Posthuman","Posthuman","/images/themes/sci_fi/后人类_Posthuman.png",
"未来科幻",cat11_item17,"意识上传","Mind Upload","Mind Upload","/images/themes/sci_fi/意识上传_Mind Upload.png",
"未来科幻",cat11_item18,"星际贸易","Interstellar Trade","Interstellar Trade","/images/themes/sci_fi/星际贸易_Interstellar Trade.png",
"未来科幻",cat11_item19,"银河议会","Galactic Council","Galactic Council","/images/themes/sci_fi/银河议会_Galactic Council.png",
"未来科幻",cat11_item20,"未来宗教","Future Religion","Future Religion","/images/themes/sci_fi/未来宗教_Future Religion.png",
"奇幻神话",cat12_item1,"龙","Dragon","Dragon","/images/themes/fantasy/龙_Dragon.png",true
"奇幻神话",cat12_item2,"精灵","Elf","Elf","/images/themes/fantasy/精灵_Elf.png",true
"奇幻神话",cat12_item3,"巫师","Wizard","Wizard","/images/themes/fantasy/巫师_Wizard.png",true
"奇幻神话",cat12_item4,"兽人","Orc","Orc","/images/themes/fantasy/兽人_Orc.png",true
"奇幻神话",cat12_item5,"天使","Angel","Angel","/images/themes/fantasy/天使_Angel.png",
"奇幻神话",cat12_item6,"恶魔","Demon","Demon","/images/themes/fantasy/恶魔_Demon.png",
"奇幻神话",cat12_item7,"凤凰","Phoenix","Phoenix","/images/themes/fantasy/凤凰_Phoenix.png",
"奇幻神话",cat12_item8,"巨魔","Troll","Troll","/images/themes/fantasy/巨魔_Troll.png",
"奇幻神话",cat12_item9,"美人鱼","Mermaid","Mermaid","/images/themes/fantasy/美人鱼_Mermaid.png",
"奇幻神话",cat12_item10,"九尾狐","Kitsune","Kitsune","/images/themes/fantasy/九尾狐_Kitsune.png",
"奇幻神话",cat12_item11,"地精","Goblin","Goblin","/images/themes/fantasy/地精_Goblin.png",
"奇幻神话",cat12_item12,"吸血鬼领主","Vampire Lord","Vampire Lord","/images/themes/fantasy/吸血鬼领主_Vampire Lord.png",
"奇幻神话",cat12_item13,"中国龙","Chinese Dragon","Chinese Dragon","/images/themes/fantasy/中国龙_Chinese Dragon.png",
"奇幻神话",cat12_item14,"北欧神话","Norse Myth","Norse Myth","/images/themes/fantasy/北欧神话_Norse Myth.png",
"奇幻神话",cat12_item15,"埃及神祇","Egyptian God","Egyptian God","/images/themes/fantasy/埃及神祇_Egyptian God.png",
"奇幻神话",cat12_item16,"凯尔特神祇","Celtic Deity","Celtic Deity","/images/themes/fantasy/凯尔特神祇_Celtic Deity.png",
"奇幻神话",cat12_item17,"日本妖怪","Yokai","Yokai","/images/themes/fantasy/日本妖怪_Yokai.png",
"奇幻神话",cat12_item18,"中国神兽","Chinese Mythical Beast","Chinese Mythical Beast","/images/themes/fantasy/中国神兽_Chinese Mythical Beast.png",
"奇幻神话",cat12_item19,"印度神祇","Hindu Deity","Hindu Deity","/images/themes/fantasy/印度神祇_Hindu Deity.png",
"奇幻神话",cat12_item20,"凯尔特神祇","Celtic Deity","Celtic Deity","/images/themes/fantasy/凯尔特神祇_Celtic Deity.png",
"地域文化",cat13_item1,"非洲","African","African","/images/themes/culture/非洲_African.png",true
"地域文化",cat13_item2,"中东","Middle Eastern","Middle Eastern","/images/themes/culture/中东_Middle Eastern.png",true
"地域文化",cat13_item3,"日本","Japanese","Japanese","/images/themes/culture/日本_Japanese.png",true
"地域文化",cat13_item4,"北欧","Nordic","Nordic","/images/themes/culture/北欧_Nordic.png",true
"地域文化",cat13_item5,"拉美","Latin American","Latin American","/images/themes/culture/拉美_Latin American.png",
"地域文化",cat13_item6,"印度","Indian","Indian","/images/themes/culture/印度_Indian.png",
"地域文化",cat13_item7,"波利尼西亚","Polynesian","Polynesian","/images/themes/culture/波利尼西亚_Polynesian.png",
"地域文化",cat13_item8,"斯拉夫","Slavic","Slavic","/images/themes/culture/斯拉夫_Slavic.png",
"地域文化",cat13_item9,"凯尔特","Celtic","Celtic","/images/themes/culture/凯尔特_Celtic.png",
"地域文化",cat13_item10,"波斯","Persian","Persian","/images/themes/culture/波斯_Persian.png",
"地域文化",cat13_item11,"埃及","Egyptian","Egyptian","/images/themes/culture/埃及_Egyptian.png",
"地域文化",cat13_item12,"蒙古","Mongolian","Mongolian","/images/themes/culture/蒙古_Mongolian.png",
"地域文化",cat13_item13,"玛雅","Mayan","Mayan","/images/themes/culture/玛雅_Mayan.png",
"地域文化",cat13_item14,"阿拉伯","Arabic","Arabic","/images/themes/culture/阿拉伯_Arabic.png",
"地域文化",cat13_item15,"俄罗斯","Russian","Russian","/images/themes/culture/俄罗斯_Russian.png",
"地域文化",cat13_item16,"东南亚","Southeast Asian","Southeast Asian","/images/themes/culture/东南亚_Southeast Asian.png",
"地域文化",cat13_item17,"大洋洲","Oceanic","Oceanic","/images/themes/culture/大洋洲_Oceanic.png",
"地域文化",cat13_item18,"希腊","Greek","Greek","/images/themes/culture/希腊_Greek.png",
"地域文化",cat13_item19,"非洲面具","African Mask","African Mask","/images/themes/culture/非洲面具_African Mask.png",
"地域文化",cat13_item20,"东南亚","Southeast Asian","Southeast Asian","/images/themes/culture/东南亚_Southeast Asian.png",
"时尚服饰",cat14_item1,"高级定制","Haute Couture","Haute Couture","/images/themes/fashion/高级定制_Haute Couture.png",true
"时尚服饰",cat14_item2,"街头潮流","Streetwear","Streetwear","/images/themes/fashion/街头潮流_Streetwear.png",true
"时尚服饰",cat14_item3,"未来主义","Futurism","Futurism","/images/themes/fashion/未来主义_Futurism.png",true
"时尚服饰",cat14_item4,"哥特","Gothic","Gothic","/images/themes/fashion/哥特_Gothic.png",true
"时尚服饰",cat14_item5,"朋克","Punk","Punk","/images/themes/fashion/朋克_Punk.png",
"时尚服饰",cat14_item6,"婚纱","Bridal","Bridal","/images/themes/fashion/婚纱_Bridal.png",
"时尚服饰",cat14_item7,"旗袍","Qipao","Qipao","/images/themes/fashion/旗袍_Qipao.png",
"时尚服饰",cat14_item8,"和服","Kimono","Kimono","/images/themes/fashion/和服_Kimono.png",
"时尚服饰",cat14_item9,"民族服饰","Ethnic Wear","Ethnic Wear","/images/themes/fashion/民族服饰_Ethnic Wear.png",
"时尚服饰",cat14_item10,"面料材质","Fabric Texture","Fabric Texture","/images/themes/fashion/面料材质_Fabric Texture.png",
"时尚服饰",cat14_item11,"配饰","Accessories","Accessories","/images/themes/fashion/配饰_Accessories.png",
"时尚服饰",cat14_item12,"高定礼服","Couture Gown","Couture Gown","/images/themes/fashion/高定礼服_Couture Gown.png",
"时尚服饰",cat14_item13,"运动鞋","Sneakers","Sneakers","/images/themes/fashion/运动鞋_Sneakers.png",
"时尚服饰",cat14_item14,"潮流趋势","Trend Forecast","Trend Forecast","/images/themes/fashion/潮流趋势_Trend Forecast.png",
"时尚服饰",cat14_item15,"时尚配色","Color Palette","Color Palette","/images/themes/fashion/时尚配色_Color Palette.png",
"时尚服饰",cat14_item16,"高街时尚","High Street","High Street","/images/themes/fashion/高街时尚_High Street.png",
"时尚服饰",cat14_item17,"时尚摄影","Fashion Shoot","Fashion Shoot","/images/themes/fashion/时尚摄影_Fashion Shoot.png",
"时尚服饰",cat14_item18,"面料材质","Fabric Texture","Fabric Texture","/images/themes/fashion/面料材质_Fabric Texture.png",
"时尚服饰",cat14_item19,"高街时尚","High Street","High Street","/images/themes/fashion/高街时尚_High Street.png",
"时尚服饰",cat14_item20,"时尚摄影","Fashion Shoot","Fashion Shoot","/images/themes/fashion/时尚摄影_Fashion Shoot.png",
"自然生物",cat15_item1,"狮子","Lion","Lion","/images/themes/nature/狮子_Lion.png",true
"自然生物",cat15_item2,"鲸鱼","Whale","Whale","/images/themes/nature/鲸鱼_Whale.png",true
"自然生物",cat15_item3,"蝴蝶","Butterfly","Butterfly","/images/themes/nature/蝴蝶_Butterfly.png",true
"自然生物",cat15_item4,"珊瑚","Coral","Coral","/images/themes/nature/珊瑚_Coral.png",true
"自然生物",cat15_item5,"菌类","Fungi","Fungi","/images/themes/nature/菌类_Fungi.png",
"自然生物",cat15_item6,"苔藓","Moss","Moss","/images/themes/nature/苔藓_Moss.png",
"自然生物",cat15_item7,"沙漠植物","Desert Flora","Desert Flora","/images/themes/nature/沙漠植物_Desert Flora.png",
"自然生物",cat15_item8,"昆虫","Insect","Insect","/images/themes/nature/昆虫_Insect.png",
"自然生物",cat15_item9,"海洋生物","Marine Life","Marine Life","/images/themes/nature/海洋生物_Marine Life.png",
"自然生物",cat15_item10,"鸟类","Bird","Bird","/images/themes/nature/鸟类_Bird.png",
"自然生物",cat15_item11,"微生物","Microbe","Microbe","/images/themes/nature/微生物_Microbe.png",
"自然生物",cat15_item12,"植物根系","Root System","Root System","/images/themes/nature/植物根系_Root System.png",
"自然生物",cat15_item13,"真菌网络","Mycelium","Mycelium","/images/themes/nature/真菌网络_Mycelium.png",
"自然生物",cat15_item14,"草原","Savanna","Savanna","/images/themes/nature/草原_Savanna.png",
"自然生物",cat15_item15,"极地","Polar","Polar","/images/themes/nature/极地_Polar.png",
"自然生物",cat15_item16,"珊瑚礁","Coral Reef","Coral Reef","/images/themes/nature/珊瑚礁_Coral Reef.png",
"自然生物",cat15_item17,"森林","Forest","Forest","/images/themes/nature/森林_Forest.png",
"自然生物",cat15_item18,"草原","Savanna","Savanna","/images/themes/nature/草原_Savanna.png",
"自然生物",cat15_item19,"极地","Polar","Polar","/images/themes/nature/极地_Polar.png",
"自然生物",cat15_item20,"珊瑚礁","Coral Reef","Coral Reef","/images/themes/nature/珊瑚礁_Coral Reef.png",
"自然生物",cat15_item21,"极地","Polar","Polar","/images/themes/nature/极地_Polar.png",
"自然生物",cat15_item22,"珊瑚礁","Coral Reef","Coral Reef","/images/themes/nature/珊瑚礁_Coral Reef.png",
"自然生物",cat15_item23,"草原","Savanna","Savanna","/images/themes/nature/草原_Savanna.png",
"自然生物",cat15_item24,"森林","Forest","Forest","/images/themes/nature/森林_Forest.png",
"自然生物",cat15_item25,"极地","Polar","Polar","/images/themes/nature/极地_Polar.png",
"自然生物",cat15_item26,"珊瑚礁","Coral Reef","Coral Reef","/images/themes/nature/珊瑚礁_Coral Reef.png",
"自然生物",cat15_item27,"草原","Savanna","Savanna","/images/themes/nature/草原_Savanna.png",
"自然生物",cat15_item28,"森林","Forest","Forest","/images/themes/nature/森林_Forest.png",
"实验抽象",cat16_item1,"流体","Fluid","Fluid","/images/themes/abstract/流体_Fluid.png",true
"实验抽象",cat16_item2,"分形","Fractal","Fractal","/images/themes/abstract/分形_Fractal.png",true
"实验抽象",cat16_item3,"噪声","Noise","Noise","/images/themes/abstract/噪声_Noise.png",true
"实验抽象",cat16_item4,"粒子","Particle","Particle","/images/themes/abstract/粒子_Particle.png",true
"实验抽象",cat16_item5,"光流","Light Flow","Light Flow","/images/themes/abstract/光流_Light Flow.png",
"实验抽象",cat16_item6,"算法","Algorithmic","Algorithmic","/images/themes/abstract/算法_Algorithmic.png",
"实验抽象",cat16_item7,"混沌","Chaos","Chaos","/images/themes/abstract/混沌_Chaos.png",
"实验抽象",cat16_item8,"随机","Random","Random","/images/themes/abstract/随机_Random.png",
"实验抽象",cat16_item9,"变形","Morph","Morph","/images/themes/abstract/变形_Morph.png",
"实验抽象",cat16_item10,"拓扑","Topological","Topological","/images/themes/abstract/拓扑_Topological.png",
"实验抽象",cat16_item11,"声波","Soundwave","Soundwave","/images/themes/abstract/声波_Soundwave.png",
"实验抽象",cat16_item12,"磁场","Magnetic Field","Magnetic Field","/images/themes/abstract/磁场_Magnetic Field.png",
"实验抽象",cat16_item13,"数据雕塑","Data Sculpture","Data Sculpture","/images/themes/abstract/数据雕塑_Data Sculpture.png",
"实验抽象",cat16_item14,"神经网络","Neural Art","Neural Art","/images/themes/abstract/神经网络_Neural Art.png",
"实验抽象",cat16_item15,"生物形态","Biomorphism","Biomorphism","/images/themes/abstract/生物形态_Biomorphism.png",
"实验抽象",cat16_item16,"算法生成","Algorithmic Generation","Algorithmic Generation","/images/themes/abstract/算法生成_Algorithmic Generation.png",
"实验抽象",cat16_item17,"混沌理论","Chaos Theory","Chaos Theory","/images/themes/abstract/混沌理论_Chaos Theory.png",
"实验抽象",cat16_item18,"神经网络","Neural Art","Neural Art","/images/themes/abstract/神经网络_Neural Art.png",
"实验抽象",cat16_item19,"生物形态","Biomorphism","Biomorphism","/images/themes/abstract/生物形态_Biomorphism.png",
"实验抽象",cat16_item20,"算法生成","Algorithmic Generation","Algorithmic Generation","/images/themes/abstract/算法生成_Algorithmic Generation.png",
"实验抽象",cat16_item21,"数据雕塑","Data Sculpture","Data Sculpture","/images/themes/abstract/数据雕塑_Data Sculpture.png",
"实验抽象",cat16_item22,"生物形态","Biomorphism","Biomorphism","/images/themes/abstract/生物形态_Biomorphism.png",
"实验抽象",cat16_item23,"算法生成","Algorithmic Generation","Algorithmic Generation","/images/themes/abstract/算法生成_Algorithmic Generation.png",
"实验抽象",cat16_item24,"混沌理论","Chaos Theory","Chaos Theory","/images/themes/abstract/混沌理论_Chaos Theory.png",
"实验抽象",cat16_item25,"数据雕塑","Data Sculpture","Data Sculpture","/images/themes/abstract/数据雕塑_Data Sculpture.png",
"实验抽象",cat16_item26,"生物形态","Biomorphism","Biomorphism","/images/themes/abstract/生物形态_Biomorphism.png",
"实验抽象",cat16_item27,"算法生成","Algorithmic Generation","Algorithmic Generation","/images/themes/abstract/算法生成_Algorithmic Generation.png",
"实验抽象",cat16_item28,"混沌理论","Chaos Theory","Chaos Theory","/images/themes/abstract/混沌理论_Chaos Theory.png",
"影视语言",cat17_item1,"黑色电影","Film Noir","Film Noir","/images/themes/cinematic/黑色电影_Film Noir.png",true
"影视语言",cat17_item2,"王家卫风格","Wong Kar-wai","Wong Kar-wai","/images/themes/cinematic/王家卫风格_Wong Kar-wai.png",true
"影视语言",cat17_item3,"诺兰风格","Nolan","Nolan","/images/themes/cinematic/诺兰风格_Nolan.png",true
"影视语言",cat17_item4,"塔可夫斯基","Tarkovsky","Tarkovsky","/images/themes/cinematic/塔可夫斯基_Tarkovsky.png",true
"影视语言",cat17_item5,"西部片","Western","Western","/images/themes/cinematic/西部片_Western.png",
"影视语言",cat17_item6,"恐怖片","Horror","Horror","/images/themes/cinematic/恐怖片_Horror.png",
"影视语言",cat17_item7,"科幻片","Sci-fi","Sci-fi","/images/themes/cinematic/科幻片_Sci-fi.png",
"影视语言",cat17_item8,"动画电影","Animated Film","Animated Film","/images/themes/cinematic/动画电影_Animated Film.png",
"影视语言",cat17_item9,"纪录片","Documentary","Documentary","/images/themes/cinematic/纪录片_Documentary.png",
"影视语言",cat17_item10,"歌舞片","Musical","Musical","/images/themes/cinematic/歌舞片_Musical.png",
"影视语言",cat17_item11,"黑色电影打光","Noir Lighting","Noir Lighting","/images/themes/cinematic/黑色电影打光_Noir Lighting.png",
"影视语言",cat17_item12,"黄金时刻电影","Golden Hour Film","Golden Hour Film","/images/themes/cinematic/黄金时刻电影_Golden Hour Film.png",
"影视语言",cat17_item13,"手持摄影","Handheld","Handheld","/images/themes/cinematic/手持摄影_Handheld.png",
"影视语言",cat17_item14,"跳切","Jump Cut","Jump Cut","/images/themes/cinematic/跳切_Jump Cut.png",
"影视语言",cat17_item15,"慢动作","Slow Motion","Slow Motion","/images/themes/cinematic/慢动作_Slow Motion.png",
"影视语言",cat17_item16,"高速摄影","High-speed","High-speed","/images/themes/cinematic/高速摄影_High-speed.png",
"影视语言",cat17_item17,"鱼眼镜头","Fisheye","Fisheye","/images/themes/cinematic/鱼眼镜头_Fisheye.png",
"影视语言",cat17_item18,"广角镜头","Wide Angle","Wide Angle","/images/themes/cinematic/广角镜头_Wide Angle.png",
"影视语言",cat17_item19,"稳定镜头","Steadicam","Steadicam","/images/themes/cinematic/稳定镜头_Steadicam.png",
"影视语言",cat17_item20,"跳切","Jump Cut","Jump Cut","/images/themes/cinematic/跳切_Jump Cut.png",
"影视语言",cat17_item21,"高速摄影","High-speed","High-speed","/images/themes/cinematic/高速摄影_High-speed.png",
"影视语言",cat17_item22,"鱼眼镜头","Fisheye","Fisheye","/images/themes/cinematic/鱼眼镜头_Fisheye.png",
"影视语言",cat17_item23,"广角镜头","Wide Angle","Wide Angle","/images/themes/cinematic/广角镜头_Wide Angle.png",
"影视语言",cat17_item24,"稳定镜头","Steadicam","Steadicam","/images/themes/cinematic/稳定镜头_Steadicam.png",
"影视语言",cat17_item25,"跳切","Jump Cut","Jump Cut","/images/themes/cinematic/跳切_Jump Cut.png",
"影视语言",cat17_item26,"慢动作","Slow Motion","Slow Motion","/images/themes/cinematic/慢动作_Slow Motion.png",
