project_id,category,name,prompt,image
proj_16,"怪兽","怪兽 Asset","Tyrant jungle monster with massive muscular body, purple skin, glowing eyes, armored shell back, standing in river gorge, intimidating boss creature, MOBA game monster design, detailed textures","/images/projects/160010.png"
proj_16,"美宣","美宣 Asset","Epic promotional poster with five heroes in dynamic battle poses, Chinese mythology theme, golden and red color scheme, dragon motifs in background, cinematic lighting, MOBA game key art, Honor of Kings official style","/images/projects/160011.png"
proj_17,"角色设计","角色设计 Asset","Sci-fi anime girl conductor in elegant white and gold uniform, long silver hair, holding futuristic staff, standing on space train platform, stars visible through windows, Honkai Star Rail art style, detailed character design, cel-shaded","/images/projects/170001.png"
proj_17,"角色设计","角色设计 Asset","Cool male character in black and red tactical coat, white hair, cyberpunk accessories, wielding energy lance, standing in futuristic city street, neon signs reflecting on wet ground, Star Rail character splash art, dynamic pose","/images/projects/170002.png"
proj_17,"角色设计","角色设计 Asset","Elegant quantum element girl with purple gradient hair, ornate star-pattern dress, wielding crystalline orb, floating in cosmic void with nebula background, ethereal glowing effects, Honkai anime style, highly detailed","/images/projects/170003.png"
proj_17,"场景设计","场景设计 Asset","Interior of futuristic space train Astral Express, luxurious observation car with floor-to-ceiling windows showing galaxies, red velvet seats, brass fixtures, art deco meets sci-fi aesthetic, warm ambient lighting, detailed environment art","/images/projects/170004.png"
proj_17,"场景设计","场景设计 Asset","Alien planet city with floating platforms, bioluminescent plants, crystalline towers reaching sky, twin moons overhead, diverse alien architecture, bustling marketplace with various species, Honkai Star Rail world design, vibrant sci-fi","/images/projects/170005.png"
proj_17,"场景设计","场景设计 Asset","Cyberpunk metropolis Belobog under eternal winter, towering buildings covered in snow, neon advertisements glowing, mechanical structures, industrial aesthetic mixed with Russian architecture, cold blue lighting, post-apocalyptic beauty","/images/projects/170006.png"
proj_17,"头像","头像 Asset","Portrait of stoic male general with eyepatch, white military uniform with gold accents, stern expression, short platinum hair, cybernetic enhancements visible, sci-fi character portrait, Honkai Star Rail style, dramatic lighting","/images/projects/170007.png"
proj_17,"NPC生成","NPC生成 Asset","Robot shopkeeper NPC with retro-futuristic design, chrome body, glowing blue eyes, bow tie, standing behind counter in space station shop, friendly appearance, sci-fi game NPC, Star Rail aesthetic","/images/projects/170008.png"
proj_17,"坐骑","坐骑 Asset","Sleek hover vehicle with streamlined design, glowing cyan energy trails, chrome and white panels, floating above ground, futuristic transportation, sci-fi racing aesthetic, Honkai universe vehicle design","/images/projects/170009.png"
proj_17,"美宣","美宣 Asset","Cinematic key visual with train Astral Express speeding through starfield, main characters posed heroically on platform, cosmic background with colorful nebulas, dynamic composition, Honkai Star Rail official art, anime game poster style","/images/projects/170010.png"
proj_17,"美宣","美宣 Asset","Cinematic key visual with train Astral Express speeding through starfield, main characters posed heroically on platform, cosmic background with colorful nebulas, dynamic composition, Honkai Star Rail official art, anime game poster style","/images/projects/170011.png"
proj_18,"角色设计","角色设计 Asset","Modern military special operations soldier in full tactical gear, plate carrier armor, night vision goggles, assault rifle with attachments, realistic military FPS character design, gritty and detailed","/images/projects/180001.png"
proj_18,"场景设计","场景设计 Asset","Middle Eastern urban combat zone with damaged buildings, military vehicles, sandstorm in distance, realistic war-torn environment, FPS game map, modern warfare aesthetic","/images/projects/180002.png"
proj_18,"头像","头像 Asset","Portrait of elite operator with tactical mask and helmet, tactical goggles, determined eyes, military FPS character portrait, realistic rendering","/images/projects/180003.png"
proj_18,"NPC生成","NPC生成 Asset","Military commander NPC in combat uniform, radio headset, pointing at tactical map, realistic FPS game character, command center background","/images/projects/180004.png"
proj_18,"载具","载具 Asset","Military attack helicopter with weapons payload, camouflage paint, realistic military vehicle design, modern warfare aesthetic","/images/projects/180005.png"
proj_18,"怪兽","怪兽 Asset","Heavily armored enemy tank boss with advanced weapon systems, intimidating scale, realistic military vehicle, FPS game boss design","/images/projects/180006.png"
proj_18,"美宣","美宣 Asset","Intense military action promotional poster with special ops team in combat, explosions, dramatic lighting, modern warfare theme, Delta Force game key art","/images/projects/180007.png"
proj_19,"赛车","赛车 Asset","Aggressive sports car with wide body kit, neon underglow, custom paint job with decals, tuner culture aesthetic, street racing style, Need for Speed vehicle customization","/images/projects/190001.png"
proj_19,"赛车","赛车 Asset","Police interceptor cruiser with light bar, aggressive front bumper, matte black and white livery, pursuit vehicle design, realistic cop car","/images/projects/190002.png"
proj_19,"头盔","头盔 Asset","Street racing helmet with vibrant graffiti-style paint, tinted visor, urban aesthetic, custom design, racing gear","/images/projects/190003.png"
proj_19,"背景","背景 Asset","Night city street racing scene with neon signs, crowds watching, skyscrapers, wet asphalt reflecting lights, urban racing atmosphere, Need for Speed aesthetic","/images/projects/190004.png"
proj_19,"背景","背景 Asset","Industrial port area with shipping containers, cranes, nighttime setting, underground racing meet location, gritty urban environment","/images/projects/190005.png"
proj_19,"座椅","座椅 Asset","Custom racing seat with colorful fabric, harness straps, tuner style interior modification, street racing aesthetic, detailed upholstery","/images/projects/190006.png"
proj_19,"角色","角色 Asset","Street racer character in urban streetwear, leather jacket, confident pose leaning against car, nighttime city background, Need for Speed character design","/images/projects/190007.png"
proj_19,"半身像","半身像 Asset","Portrait of rival racer with intense expression, stylish urban clothing, city lights in background, street racing game character portrait","/images/projects/190008.png"
proj_19,"美宣","美宣 Asset","Dynamic promotional poster with customized car launching off ramp, police chase, city skyline, neon colors, high energy, Need for Speed Mobile key art","/images/projects/190009.png"
proj_19,"赛道","赛道 Asset","Urban street racing circuit through downtown at night, tight corners, jumps, neon signs, street racing track design, Need for Speed style","/images/projects/190010.png"
proj_20,"角色设计","角色设计 Asset","Modern military soldier in tactical combat uniform, ballistic vest, carrying assault rifle, realistic military shooter character design, PUBG Mobile art style","/images/projects/200001.png"
proj_20,"场景设计","场景设计 Asset","Abandoned urban battleground with destroyed buildings, military equipment scattered, battle royale game map, realistic modern warfare environment","/images/projects/200002.png"
proj_20,"半身像","半身像 Asset","Portrait of elite squad member with combat helmet, tactical sunglasses, serious expression, military shooter character portrait, realistic style","/images/projects/200003.png"
proj_20,"NPC生成","NPC生成 Asset","Supply drop pilot NPC in flight suit, standing by military aircraft, realistic battle royale game character, professional appearance","/images/projects/200004.png"
proj_20,"载具","载具 Asset","Military off-road vehicle with armor plating, mounted gun, camouflage pattern, battle royale game vehicle, rugged design","/images/projects/200005.png"
proj_20,"怪兽","怪兽 Asset","Heavy armored mech boss enemy with missile launchers, military sci-fi design, intimidating scale, battle royale event boss","/images/projects/200006.png"
proj_20,"美宣","美宣 Asset","Action-packed promotional artwork showing squad landing from plane, parachutes deployed, island map below, battle royale theme, PUBG Mobile style","/images/projects/200007.png"
proj_21,"角色设计","角色设计 Asset","Stylish urban anime character in streetwear outfit, holding futuristic weapon, dynamic action pose, neon city background, Zenless Zone Zero art style, detailed character design","/images/projects/210001.png"
proj_21,"角色设计","角色设计 Asset","Cool female agent in tactical street fashion, mechanical cat companion, vibrant colors, cyberpunk aesthetic, ZZZ character splash art, anime style","/images/projects/210002.png"
proj_21,"场景设计","场景设计 Asset","Cyberpunk street with neon signs, vending machines, urban decay mixed with advanced technology, anime game environment, Zenless Zone Zero aesthetic, vibrant nighttime scene","/images/projects/210003.png"
proj_21,"半身像","半身像 Asset","Portrait of mysterious character with headphones, stylish hair, urban fashion, neon lighting, anime character portrait, ZZZ style","/images/projects/210004.png"
proj_21,"NPC生成","NPC生成 Asset","Friendly ramen shop owner NPC in apron, standing behind counter, cyberpunk shop interior, anime game character, warm lighting","/images/projects/210005.png"
proj_21,"怪兽","怪兽 Asset","Ethereal corrupted entity with glitch effects, digital distortion, otherworldly appearance, ZZZ enemy design, anime aesthetic with horror elements","/images/projects/210006.png"
proj_21,"怪兽","怪兽 Asset","Ethereal corrupted entity with glitch effects, digital distortion, otherworldly appearance, ZZZ enemy design, anime aesthetic with horror elements","/images/projects/210007.png"
proj_21,"美宣","美宣 Asset","Dynamic promotional artwork showing multiple characters in action poses, vibrant neon city background, cyberpunk anime style, Zenless Zone Zero key visual","/images/projects/210008.png"
proj_22,"角色设计","角色设计 Asset","Survivor character in heavy winter gear, fur-lined parka, snow goggles, carrying backpack and ice axe, post-apocalyptic winter aesthetic, realistic survival game design","/images/projects/220001.png"
proj_22,"场景设计","场景设计 Asset","Frozen post-apocalyptic cityscape covered in snow and ice, abandoned buildings, blizzard conditions, harsh winter environment, survival game map, bleak atmosphere","/images/projects/220002.png"
proj_22,"半身像","半身像 Asset","Portrait of weathered survivor with frost on beard, winter mask pulled down, determined expression, cold harsh lighting, survival game character portrait","/images/projects/220003.png"
proj_22,"NPC生成","NPC生成 Asset","Shelter trader NPC in layered winter clothing, standing by supply crates, indoor bunker setting, survival game character, practical appearance","/images/projects/220004.png"
proj_22,"怪兽","怪兽 Asset","Massive mutated polar bear with frost-covered fur, glowing eyes, aggressive stance, post-apocalyptic creature design, intimidating winter predator","/images/projects/220005.png"
proj_22,"怪兽","怪兽 Asset","Massive mutated polar bear with frost-covered fur, glowing eyes, aggressive stance, post-apocalyptic creature design, intimidating winter predator","/images/projects/220006.png"
proj_22,"美宣","美宣 Asset","Atmospheric promotional art showing survivors trekking through blizzard, frozen city ruins in background, harsh winter theme, survival game key visual","/images/projects/220007.png"
